scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b
od_01,motorbike,motorbike-3,4368.011727860995,10.483228146866388,203,246.63970811422476,254.5194036427155,330.71607282130464,7.879695528490743,3.194820326677271,0.07692307692307693,0.9230769230769231,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_01,motorbike,motorbike-4,4957.587299606684,11.898209519056042,237,297.272412807096,299.1096590197774,395.3942841229935,1.837246212681407,0.6180345479530321,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_01,motorbike,motorbike-5,4883.279133582821,11.71986992059877,218,273.35028533939106,283.16002748657394,366.8460023055001,9.809742147182874,3.588707483880297,0.012012012012012012,0.987987987987988,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_01,motorbike,motorbike-6,5990.124200785455,14.376298081885093,272,340.05227151539174,350.70670905104333,456.1842077741073,10.654437535651596,3.1331764049602433,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_01,motorbike,motorbike-7,5350.426005528613,12.841022413268671,207,311.2144596146544,317.69795330962756,416.17915680693034,6.483493694973163,2.0832880654070576,0.025157232704402517,0.9748427672955975,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_01,motorbike,motorbike-8,7908.227114304611,18.979745074331063,368,442.7799598967798,459.41119673634046,594.3354287140576,16.631236839560643,3.756095204362386,0.004123711340206186,0.9958762886597938,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-1,4031.1747733479747,48.3740972801757,136,1378.2251960988453,1289.8622804173092,1900.3108917087563,-88.36291568153615,-6.4113554106870945,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-2,4179.665283735303,50.15598340482364,132,1357.2793549353537,1301.0078602242472,1901.6575068211741,-56.27149471110647,-4.145903679039356,0.03076923076923077,0.9692307692307692,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-3,4203.115373844201,50.43738448613041,118,1416.4356399111405,1334.1658467113534,1961.7213392572155,-82.26979319978705,-5.808226712295111,0.049586776859504134,0.9504132231404958,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_02,walking,walking-4,4798.739244471271,57.58487093365526,200,1591.4320907170388,1508.778100850504,2219.444365555909,-82.65398986653486,-5.193686262119681,0.009009009009009009,0.990990990990991,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
