scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b,departure_time,forecasting_origin,clock_time
od_04,walking,walking-8,5522.945180980105,66.27534217176127,195,1840.0421236120292,1763.853872166607,2080.430769770736,-76.18825144542234,-4.140571048224901,0.9595959595959596,0.0404040404040404,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-1,5531.617742970435,13.27588258312904,172,370.6710153005749,355.54898931963083,422.497581952061,-15.122025980944043,-4.07963540625956,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-2,5675.2072322679305,13.620497357443034,179,381.5641620179248,365.5855564623421,434.63146725507806,-15.978605555582648,-4.187658890991973,0.0415430267062314,0.9584569732937686,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-3,5934.702314462292,14.2432855547095,192,391.3374592811668,377.482647508974,447.5537437992201,-13.85481177219276,-3.5403745395705664,0.0196078431372549,0.9803921568627452,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-4,6507.253056448894,15.617407335477344,243,421.8101845949736,409.2550608663812,484.2592056408615,-12.555123728592434,-2.976486625292841,0.0097323600973236,0.9902676399026764,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-5,7455.686349722729,17.89364723933455,237,480.5344370572972,467.1160680953281,552.4347806879557,-13.418368961969122,-2.7923844634612864,0.0073891625615763,0.9926108374384236,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-6,8308.739262503555,19.94097423000853,286,540.2504678372328,524.167694527814,619.1219635225656,-16.082773309418826,-2.9769105751638625,0.0065934065934065,0.9934065934065934,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-7,9058.58434508862,21.74060242821269,409,576.725161706553,562.0747453947519,666.0784642188213,-14.65041631180111,-2.5402769437785477,0.0069324090121317,0.9930675909878682,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_04,motorbike,motorbike-8,10551.5949527706,25.32382788664944,393,669.6699984818088,654.8378218748767,772.2022421939225,-14.83217660693208,-2.2148486031265726,0.0053380782918149,0.994661921708185,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-1,6599.1173935056095,79.18940872206731,249,1977.7473414486544,1954.6187514742944,2247.342378393426,-23.12858997436001,-1.169441085301566,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-2,6784.464022663192,81.41356827195831,246,2033.7378320828127,2007.7782442836492,2304.466786312595,-25.959587799163277,-1.2764471108145374,0.0164271047227926,0.9835728952772074,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-3,7136.549089395779,85.63858907274934,298,2151.8990347364647,2110.8639131479795,2436.5356682094266,-41.03512158848525,-1.9069259721802272,0.0148423005565862,0.9851576994434136,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-4,7697.826013392555,92.37391216071067,308,2279.70064026413,2256.113375791639,2556.467823022022,-23.587264472490915,-1.0346649931088343,0.0182815356489945,0.9817184643510056,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-5,6599.228133870036,79.19073760644044,249,1977.76688929698,1954.6464081856984,2247.3639590678986,-23.120481111280924,-1.1690195258299307,0.9840637450199204,0.0159362549800796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-6,6599.491968275206,79.19390361930249,249,1977.8799407233896,1954.7347663000908,2247.504923157783,-23.14517442329884,-1.1702011809085706,0.9840637450199204,0.0159362549800796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-7,6599.6027086396325,79.1952325036756,249,1977.8994885717143,1954.762423011495,2247.526503832256,-23.1370655602193,-1.1697796421863222,0.9683794466403162,0.0316205533596838,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,walking,walking-8,6599.613248653397,79.19535898384078,249,1977.8962818421087,1954.763452434756,2247.495250214104,-23.132829407353483,-1.1695673640585833,0.9840637450199204,0.0159362549800796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,motorbike,motorbike-1,6445.369478954613,15.468886749491071,243,386.4824119906571,384.9904802044483,451.7004624351972,-1.491931786208795,-0.3860283779860237,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,motorbike,motorbike-2,6846.172276292444,16.430813463101863,284,412.97367483570434,408.9637019965858,484.2293002339979,-4.009972839118518,-0.9709996262386044,0.0518962075848303,0.9481037924151696,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_05,motorbike,motorbike-3,7383.760810561117,17.721025945346682,281,443.39090990797695,441.4933274697796,517.984166818683,-1.8975824381973323,-0.4279705325017069,0.048,0.952,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
